car,model,year,body part,shop1,shop2,shop3,source
ford,focus,2019,rear bumper,332.01,1047.26,1740.57,synthetic
ford,focus,2019,side bumper(l),200.58,664.77,1009.15,synthetic
ford,focus,2019,side bumper(r),275.55,686.5,1138.16,synthetic
ford,focus,2019,car hood,911.09,2446.2,4167.91,synthetic
ford,focus,2019,car boot,1112.49,2918.14,4757.28,synthetic
ford,focus,2019,fender (f/l),284.51,805.91,1331.91,synthetic
ford,focus,2019,fender (f/r),254.55,751.77,1332.93,synthetic
ford,focus,2019,fender (r/l),,997.99,1510.24,synthetic
ford,focus,2019,fender (r/r),334.78,890.79,1349.86,synthetic
ford,focus,2019,headlight (l),,3172.57,5781.54,synthetic
ford,focus,2019,headlight (r),,3255.87,6012.41,synthetic
ford,focus,2019,rear light (l),330.8,1865.58,3385.48,synthetic
ford,focus,2019,rear light (r),308.8,1942.46,3266.21,synthetic
ford,focus,2019,driver door(f/r),1476.11,3309.26,5611.61,synthetic
ford,focus,2019,passenger door (f/l),1469.71,2938.72,5482.47,synthetic
ford,focus,2019,passenger door (r/l),1311.64,3169.88,5503.0,synthetic
ford,focus,2019,passenger door (r/r),969.82,3002.26,4438.07,synthetic
ford,focus,2020,front bumper,477.91,1398.07,2186.28,synthetic
ford,focus,2020,rear bumper,309.8,1139.85,1864.46,synthetic
ford,focus,2020,side bumper(l),292.61,806.5,1149.88,synthetic
ford,focus,2020,side bumper(r),240.59,765.64,1170.6,synthetic
ford,focus,2020,car hood,984.96,2488.26,4441.64,synthetic
ford,focus,2020,car boot,814.98,2516.73,4705.33,synthetic
ford,focus,2020,fender (f/l),314.16,979.35,1585.97,synthetic
ford,focus,2020,fender (f/r),335.39,1040.24,1509.87,synthetic
ford,focus,2020,fender (r/l),325.54,927.19,1422.39,synthetic
ford,focus,2020,fender (r/r),332.82,926.16,1701.76,synthetic
ford,focus,2020,headlight (l),452.56,2878.51,6275.34,synthetic
ford,focus,2020,headlight (r),495.27,3202.44,6151.76,synthetic
ford,focus,2020,rear light (l),340.39,1582.99,3199.65,synthetic
ford,focus,2020,rear light (r),259.89,1717.43,3210.41,synthetic
ford,focus,2020,driver door(f/r),1433.71,3487.31,6197.09,synthetic
ford,focus,2020,passenger door (f/l),,3660.98,5214.07,synthetic
ford,focus,2020,passenger door (r/l),1220.11,3763.35,5668.54,synthetic
ford,focus,2020,passenger door (r/r),1436.25,3553.46,5525.72,synthetic
ford,focus,2021,front bumper,484.13,1219.36,2163.83,synthetic
ford,focus,2021,rear bumper,401.62,1209.85,2190.79,synthetic
ford,focus,2021,side bumper(l),310.23,833.25,1392.54,synthetic
ford,focus,2021,side bumper(r),244.36,763.02,1363.28,synthetic
ford,focus,2021,car hood,988.19,2404.88,4227.9,synthetic
ford,focus,2021,car boot,934.13,2920.3,4750.3,synthetic
ford,focus,2021,fender (f/l),389.57,949.69,1639.66,synthetic
ford,focus,2021,fender (f/r),403.47,950.3,1675.89,synthetic
ford,focus,2021,fender (r/l),349.62,1173.21,1755.75,synthetic
ford,focus,2021,fender (r/r),345.3,1191.4,1812.66,synthetic
ford,focus,2021,headlight (l),504.38,3733.57,6588.54,synthetic
ford,focus,2021,headlight (r),526.71,3638.06,6121.57,synthetic
ford,focus,2021,rear light (l),340.82,2239.69,3432.54,synthetic
ford,focus,2021,rear light (r),346.17,1984.22,3892.39,synthetic
ford,focus,2021,driver door(f/r),1184.26,4443.72,6674.21,synthetic
ford,focus,2021,passenger door (f/l),1525.39,4278.89,5707.57,synthetic
ford,focus,2021,passenger door (r/l),1551.54,3233.22,5171.21,synthetic
ford,focus,2021,passenger door (r/r),1529.46,3191.67,6242.9,synthetic
ford,focus,2022,front bumper,540.23,1556.69,2252.29,synthetic
ford,focus,2022,rear bumper,384.84,1265.2,2121.23,synthetic
ford,focus,2022,side bumper(l),320.56,833.31,1430.09,synthetic
ford,focus,2022,side bumper(r),235.43,904.63,1203.32,synthetic
ford,focus,2022,car hood,1031.77,2793.01,5217.16,synthetic
ford,focus,2022,car boot,924.17,3059.21,5459.62,synthetic
ford,focus,2022,fender (f/l),388.14,1171.63,1893.13,synthetic
ford,focus,2022,fender (f/r),377.0,1068.22,1908.27,synthetic
ford,focus,2022,fender (r/l),,1195.93,1765.07,synthetic
ford,focus,2022,fender (r/r),,1106.44,1813.21,synthetic
ford,focus,2022,headlight (l),617.13,3411.86,6795.29,synthetic
ford,focus,2022,headlight (r),497.75,3535.33,6268.56,synthetic
ford,focus,2022,rear light (l),303.02,2091.52,3513.23,synthetic
ford,focus,2022,rear light (r),,1842.41,3798.42,synthetic
ford,focus,2022,driver door(f/r),1591.33,3824.25,6743.41,synthetic
ford,focus,2022,passenger door (f/l),1791.11,4175.69,6832.44,synthetic
ford,focus,2022,passenger door (r/l),1693.36,4094.49,5809.36,synthetic
ford,focus,2022,passenger door (r/r),1396.68,4152.87,6599.43,synthetic
ford,focus,2023,front bumper,614.13,1407.85,2317.61,synthetic
ford,focus,2023,rear bumper,486.9,1231.21,1965.53,synthetic
ford,focus,2023,side bumper(l),264.45,760.38,1331.48,synthetic
ford,focus,2023,side bumper(r),301.57,744.87,1581.48,synthetic
ford,focus,2023,car hood,943.22,2879.38,5012.32,synthetic
ford,focus,2023,car boot,1045.71,3128.95,6174.33,synthetic
ford,focus,2023,fender (f/l),386.54,1240.86,1898.54,synthetic
ford,focus,2023,fender (f/r),435.83,955.62,1930.32,synthetic
ford,focus,2023,fender (r/l),502.55,1349.52,2125.57,synthetic
ford,focus,2023,fender (r/r),448.77,1137.72,1912.32,synthetic
ford,focus,2023,headlight (l),702.54,3517.95,7818.1,synthetic
ford,focus,2023,headlight (r),725.65,4296.99,6729.75,synthetic
ford,focus,2023,rear light (l),308.73,2074.11,4171.26,synthetic
ford,focus,2023,rear light (r),423.75,2294.85,3578.29,synthetic
ford,focus,2023,driver door(f/r),,4185.54,7107.3,synthetic
ford,focus,2023,passenger door (f/l),1525.57,3944.43,7355.78,synthetic
ford,focus,2023,passenger door (r/l),1519.65,3922.28,7206.95,synthetic
ford,focus,2023,passenger door (r/r),1532.65,4293.13,6584.62,synthetic
ford,focus,2024,front bumper,571.55,1570.73,2320.89,synthetic
ford,focus,2024,rear bumper,432.12,1272.02,2385.83,synthetic
ford,focus,2024,side bumper(l),267.29,966.28,1546.82,synthetic
ford,focus,2024,side bumper(r),317.96,972.33,1512.81,synthetic
ford,focus,2024,car hood,996.75,3325.61,5930.4,synthetic
ford,focus,2024,car boot,1068.58,3605.17,6572.41,synthetic
ford,focus,2024,fender (f/l),513.13,1339.31,1735.92,synthetic
ford,focus,2024,fender (f/r),405.7,1302.36,1893.57,synthetic
ford,focus,2024,fender (r/l),497.47,1358.78,1810.59,synthetic
ford,focus,2024,fender (r/r),412.96,1197.39,1964.31,synthetic
ford,focus,2024,headlight (l),,3597.12,6872.2,synthetic
ford,focus,2024,headlight (r),636.14,4633.29,6818.2,synthetic
ford,focus,2024,rear light (l),422.34,2435.63,4441.65,synthetic
ford,focus,2024,rear light (r),325.54,2342.48,4495.02,synthetic
ford,focus,2024,driver door(f/r),1945.33,4021.85,7854.77,synthetic
ford,focus,2024,passenger door (f/l),1633.82,4392.81,7728.82,synthetic
ford,focus,2024,passenger door (r/l),1607.04,4651.24,6705.94,synthetic
ford,focus,2024,passenger door (r/r),1327.2,3667.87,6669.67,synthetic
honda,jazz,2018,front bumper,380.51,992.38,1338.31,synthetic
honda,jazz,2018,rear bumper,250.17,836.78,1257.69,synthetic
honda,jazz,2018,side bumper(l),220.78,579.73,807.94,synthetic
honda,jazz,2018,side bumper(r),176.67,577.63,877.14,synthetic
honda,jazz,2018,car hood,684.75,1817.0,2947.19,synthetic
honda,jazz,2018,car boot,749.33,2024.99,3283.2,synthetic
honda,jazz,2018,fender (f/l),,743.7,1036.16,synthetic
honda,jazz,2018,fender (f/r),265.37,744.0,1209.73,synthetic
honda,jazz,2018,fender (r/l),242.59,783.29,1244.42,synthetic
honda,jazz,2018,fender (r/r),319.37,644.46,1325.07,synthetic
honda,jazz,2018,headlight (l),403.18,2687.61,4608.43,synthetic
honda,jazz,2018,headlight (r),366.32,2069.7,4259.14,synthetic
honda,jazz,2018,rear light (l),214.78,1293.13,2557.21,synthetic
honda,jazz,2018,rear light (r),184.28,1315.69,2294.94,synthetic
honda,jazz,2018,driver door(f/r),842.29,2820.38,4150.49,synthetic
honda,jazz,2018,passenger door (f/l),,2299.31,4309.67,synthetic
honda,jazz,2018,passenger door (r/l),931.35,2469.53,3828.8,synthetic
honda,jazz,2018,passenger door (r/r),891.15,2596.33,4271.1,synthetic
honda,jazz,2019,front bumper,391.58,909.27,1537.31,synthetic
honda,jazz,2019,rear bumper,267.22,817.46,1491.93,synthetic
honda,jazz,2019,side bumper(l),238.54,521.35,977.13,synthetic
honda,jazz,2019,side bumper(r),,531.58,891.15,synthetic
honda,jazz,2019,car hood,622.47,2173.6,3008.49,synthetic
honda,jazz,2019,car boot,876.82,2489.61,3739.46,synthetic
honda,jazz,2019,fender (f/l),257.9,666.75,1185.3,synthetic
honda,jazz,2019,fender (f/r),318.39,646.44,1217.16,synthetic
honda,jazz,2019,fender (r/l),297.99,676.97,1224.95,synthetic
honda,jazz,2019,fender (r/r),303.41,778.04,1216.48,synthetic
honda,jazz,2019,headlight (l),386.06,2823.22,5254.82,synthetic
honda,jazz,2019,headlight (r),387.72,2831.67,4642.11,synthetic
honda,jazz,2019,rear light (l),216.85,1578.99,2720.73,synthetic
honda,jazz,2019,rear light (r),270.29,1345.69,2839.73,synthetic
honda,jazz,2019,driver door(f/r),1013.52,2617.42,4160.98,synthetic
honda,jazz,2019,passenger door (f/l),1016.25,2950.31,4371.24,synthetic
honda,jazz,2019,passenger door (r/l),914.39,2447.43,4300.0,synthetic
honda,jazz,2019,passenger door (r/r),897.11,2483.77,3977.55,synthetic
honda,jazz,2020,front bumper,449.86,1060.87,1829.4,synthetic
honda,jazz,2020,rear bumper,272.84,1090.84,1717.89,synthetic
honda,jazz,2020,side bumper(l),190.2,547.04,926.91,synthetic
honda,jazz,2020,side bumper(r),214.86,668.56,1074.99,synthetic
honda,jazz,2020,car hood,779.05,1860.73,3461.25,synthetic
honda,jazz,2020,car boot,699.25,2119.64,4402.88,synthetic
honda,jazz,2020,fender (f/l),262.78,842.47,1396.6,synthetic
honda,jazz,2020,fender (f/r),236.18,901.04,1256.51,synthetic
honda,jazz,2020,fender (r/l),317.96,916.57,1285.48,synthetic
honda,jazz,2020,fender (r/r),286.17,973.37,1277.46,synthetic
honda,jazz,2020,headlight (l),509.0,2463.16,5648.5,synthetic
honda,jazz,2020,headlight (r),501.92,2519.08,5238.28,synthetic
honda,jazz,2020,rear light (l),311.74,1428.97,3085.15,synthetic
honda,jazz,2020,rear light (r),227.14,1543.22,3104.51,synthetic
honda,jazz,2020,driver door(f/r),1177.41,3580.6,4952.12,synthetic
honda,jazz,2020,passenger door (f/l),1097.47,3017.23,5313.29,synthetic
honda,jazz,2020,passenger door (r/l),1105.93,3094.34,4182.54,synthetic
honda,jazz,2020,passenger door (r/r),1088.43,2451.38,4364.78,synthetic
honda,jazz,2021,front bumper,349.8,1065.98,1866.26,synthetic
honda,jazz,2021,rear bumper,399.07,1067.61,1670.11,synthetic
honda,jazz,2021,side bumper(l),258.99,599.46,988.87,synthetic
honda,jazz,2021,side bumper(r),238.07,716.0,1147.18,synthetic
honda,jazz,2021,car hood,925.78,2348.43,3515.19,synthetic
honda,jazz,2021,car boot,837.69,2854.21,4816.12,synthetic
honda,jazz,2021,fender (f/l),321.91,842.37,1349.6,synthetic
honda,jazz,2021,fender (f/r),326.91,916.76,1454.77,synthetic
honda,jazz,2021,fender (r/l),340.18,986.08,1463.91,synthetic
honda,jazz,2021,fender (r/r),377.98,950.62,1440.46,synthetic
honda,jazz,2021,headlight (l),,3382.79,4928.75,synthetic
honda,jazz,2021,headlight (r),537.54,2719.67,5724.07,synthetic
honda,jazz,2021,rear light (l),319.06,1938.66,2946.77,synthetic
honda,jazz,2021,rear light (r),236.08,1642.27,3358.89,synthetic
honda,jazz,2021,driver door(f/r),1285.18,3336.27,5615.03,synthetic
honda,jazz,2021,passenger door (f/l),1019.64,3406.44,5897.66,synthetic
honda,jazz,2021,passenger door (r/l),966.52,3116.85,4760.1,synthetic
honda,jazz,2021,passenger door (r/r),1324.8,3081.09,5475.77,synthetic
honda,jazz,2022,front bumper,497.66,1039.69,1945.7,synthetic
honda,jazz,2022,rear bumper,422.65,982.69,1721.81,synthetic
honda,jazz,2022,side bumper(l),224.07,640.21,1182.47,synthetic
honda,jazz,2022,side bumper(r),203.76,674.37,1216.17,synthetic
honda,jazz,2022,car hood,799.55,2523.82,3991.8,synthetic
honda,jazz,2022,car boot,813.74,2950.91,5053.85,synthetic
honda,jazz,2022,fender (f/l),288.29,851.94,1562.36,synthetic
honda,jazz,2022,fender (f/r),371.17,967.1,1566.83,synthetic
honda,jazz,2022,fender (r/l),,1017.32,1691.99,synthetic
honda,jazz,2022,fender (r/r),293.76,928.48,1435.37,synthetic
honda,jazz,2022,headlight (l),,3032.94,6253.1,synthetic
honda,jazz,2022,headlight (r),429.37,2693.36,5536.81,synthetic
honda,jazz,2022,rear light (l),249.12,1855.91,3261.58,synthetic
honda,jazz,2022,rear light (r),252.16,1643.12,2927.4,synthetic
honda,jazz,2022,driver door(f/r),1202.7,3941.17,5920.45,synthetic
honda,jazz,2022,passenger door (f/l),1336.85,3113.13,5698.8,synthetic
honda,jazz,2022,passenger door (r/l),1403.44,3643.41,5689.59,synthetic
honda,jazz,2022,passenger door (r/r),1102.59,2772.99,5031.01,synthetic
honda,jazz,2023,front bumper,484.67,1363.81,2288.75,synthetic
honda,jazz,2023,rear bumper,452.54,1000.43,1699.63,synthetic
honda,jazz,2023,side bumper(l),240.38,688.75,1175.28,synthetic
honda,jazz,2023,side bumper(r),263.7,730.4,1228.65,synthetic
honda,jazz,2023,car hood,835.5,2429.15,4024.51,synthetic
honda,jazz,2023,car boot,1151.56,3204.11,5096.28,synthetic
honda,jazz,2023,fender (f/l),362.33,982.91,1569.05,synthetic
honda,jazz,2023,fender (f/r),348.85,981.4,1656.46,synthetic
honda,jazz,2023,fender (r/l),423.44,911.92,1489.58,synthetic
honda,jazz,2023,fender (r/r),455.38,888.75,1639.86,synthetic
honda,jazz,2023,headlight (l),521.92,3654.35,6787.4,synthetic
honda,jazz,2023,headlight (r),494.32,3428.07,5848.64,synthetic
honda,jazz,2023,rear light (l),361.67,1940.82,3352.83,synthetic
honda,jazz,2023,rear light (r),256.21,2088.23,3458.32,synthetic
honda,jazz,2023,driver door(f/r),1383.82,4122.28,5573.18,synthetic
honda,jazz,2023,passenger door (f/l),1622.6,4266.72,5974.31,synthetic
honda,jazz,2023,passenger door (r/l),1246.16,3283.0,5164.75,synthetic
honda,jazz,2023,passenger door (r/r),1300.23,3835.44,4971.16,synthetic
honda,jazz,2024,front bumper,572.48,1475.57,2425.7,synthetic
honda,jazz,2024,rear bumper,,1159.7,2036.57,synthetic
honda,jazz,2024,side bumper(l),222.77,724.95,1170.93,synthetic
honda,jazz,2024,side bumper(r),,675.04,1422.21,synthetic
honda,jazz,2024,car hood,1012.35,2485.41,5082.57,synthetic
honda,jazz,2024,car boot,1178.33,3307.5,4565.04,synthetic
honda,jazz,2024,fender (f/l),425.92,1138.11,1728.63,synthetic
honda,jazz,2024,fender (f/r),428.26,953.86,1690.06,synthetic
honda,jazz,2024,fender (r/l),475.69,965.62,1641.46,synthetic
honda,jazz,2024,fender (r/r),,1121.0,1644.51,synthetic
honda,jazz,2024,headlight (l),612.09,4026.65,6956.6,synthetic
honda,jazz,2024,headlight (r),644.64,3419.93,6513.75,synthetic
honda,jazz,2024,rear light (l),326.02,2182.98,3723.77,synthetic
honda,jazz,2024,rear light (r),300.79,1736.86,3773.88,synthetic
honda,jazz,2024,driver door(f/r),1271.7,4161.06,6756.6,synthetic
honda,jazz,2024,passenger door (f/l),1482.12,4447.71,7153.08,synthetic
honda,jazz,2024,passenger door (r/l),1462.75,3438.6,6606.17,synthetic
honda,jazz,2024,passenger door (r/r),1222.47,3590.34,5290.36,synthetic
honda,civic,2018,front bumper,449.35,1166.6,1929.55,synthetic
honda,civic,2018,rear bumper,277.17,1057.47,1793.46,synthetic
honda,civic,2018,side bumper(l),256.43,604.8,1012.42,synthetic
honda,civic,2018,side bumper(r),220.6,727.33,1170.39,synthetic
honda,civic,2018,car hood,802.63,2479.02,3634.32,synthetic
honda,civic,2018,car boot,1105.62,2727.93,4841.44,synthetic
honda,civic,2018,fender (f/l),335.18,781.56,1315.05,synthetic
honda,civic,2018,fender (f/r),,767.49,1315.61,synthetic
honda,civic,2018,fender (r/l),368.88,904.61,1329.11,synthetic
honda,civic,2018,fender (r/r),286.79,937.38,1329.09,synthetic
honda,civic,2018,headlight (l),375.82,2723.57,5933.65,synthetic
honda,civic,2018,headlight (r),385.57,3228.71,5415.93,synthetic
honda,civic,2018,rear light (l),290.24,1781.66,3467.17,synthetic
honda,civic,2018,rear light (r),,1669.39,2757.35,synthetic
honda,civic,2018,driver door(f/r),1051.14,3481.55,5512.45,synthetic
honda,civic,2018,passenger door (f/l),1007.8,3301.81,5977.86,synthetic
honda,civic,2018,passenger door (r/l),1220.59,3318.23,5297.98,synthetic
honda,civic,2018,passenger door (r/r),1328.95,2961.49,5422.7,synthetic
honda,civic,2019,front bumper,427.51,1072.69,2151.3,synthetic
honda,civic,2019,rear bumper,328.38,1015.94,2018.79,synthetic
honda,civic,2019,side bumper(l),256.48,736.23,1164.58,synthetic
honda,civic,2019,side bumper(r),292.83,631.54,1148.86,synthetic
honda,civic,2019,car hood,836.38,2479.08,4203.97,synthetic
honda,civic,2019,car boot,,2625.89,4332.1,synthetic
honda,civic,2019,fender (f/l),369.97,900.66,1552.39,synthetic
honda,civic,2019,fender (f/r),358.81,912.55,1466.07,synthetic
honda,civic,2019,fender (r/l),388.91,977.76,1723.55,synthetic
honda,civic,2019,fender (r/r),319.75,872.42,1640.07,synthetic
honda,civic,2019,headlight (l),405.49,3551.44,5474.98,synthetic
honda,civic,2019,headlight (r),545.88,3431.22,5439.21,synthetic
honda,civic,2019,rear light (l),303.88,1645.17,3191.66,synthetic
honda,civic,2019,rear light (r),260.3,1663.28,3579.86,synthetic
honda,civic,2019,driver door(f/r),1086.6,3738.77,6528.31,synthetic
honda,civic,2019,passenger door (f/l),1134.92,3675.1,6430.4,synthetic
honda,civic,2019,passenger door (r/l),1317.03,3122.71,5410.64,synthetic
honda,civic,2019,passenger door (r/r),1345.37,3529.41,5954.66,synthetic
honda,civic,2020,front bumper,406.47,1348.72,2264.68,synthetic
honda,civic,2020,rear bumper,347.1,1101.86,1983.78,synthetic
honda,civic,2020,side bumper(l),308.59,758.13,1349.09,synthetic
honda,civic,2020,side bumper(r),299.16,725.79,1358.71,synthetic
honda,civic,2020,car hood,915.58,2465.6,4468.6,synthetic
honda,civic,2020,car boot,978.13,3484.82,4623.68,synthetic
honda,civic,2020,fender (f/l),429.24,846.47,1695.5,synthetic
honda,civic,2020,fender (f/r),,960.09,1787.22,synthetic
honda,civic,2020,fender (r/l),409.47,1052.27,1861.17,synthetic
honda,civic,2020,fender (r/r),424.28,1108.66,1777.41,synthetic
honda,civic,2020,headlight (l),609.11,2946.79,6249.33,synthetic
honda,civic,2020,headlight (r),498.44,3366.33,6118.1,synthetic
honda,civic,2020,rear light (l),385.68,1717.96,3960.4,synthetic
honda,civic,2020,rear light (r),339.66,2153.95,3475.57,synthetic
honda,civic,2020,driver door(f/r),1386.34,3720.42,6935.69,synthetic
honda,civic,2020,passenger door (f/l),1213.43,3411.24,6184.06,synthetic
honda,civic,2020,passenger door (r/l),,3171.47,5784.49,synthetic
honda,civic,2020,passenger door (r/r),1249.57,3739.81,5731.56,synthetic
honda,civic,2021,front bumper,618.69,1362.15,2054.81,synthetic
honda,civic,2021,rear bumper,492.39,1390.54,1925.42,synthetic
honda,civic,2021,side bumper(l),260.46,871.79,1477.15,synthetic
honda,civic,2021,side bumper(r),335.38,770.16,1499.23,synthetic
honda,civic,2021,car hood,1135.3,2496.86,5046.33,synthetic
honda,civic,2021,car boot,1143.0,2996.36,5647.14,synthetic
honda,civic,2021,fender (f/l),,978.85,1918.95,synthetic
honda,civic,2021,fender (f/r),338.23,975.38,1694.13,synthetic
honda,civic,2021,fender (r/l),421.38,1250.01,1918.83,synthetic
honda,civic,2021,fender (r/r),353.33,1189.81,1679.72,synthetic
honda,civic,2021,headlight (l),518.95,3560.92,6485.59,synthetic
honda,civic,2021,headlight (r),490.47,3723.72,6149.12,synthetic
honda,civic,2021,rear light (l),402.02,2053.88,3833.01,synthetic
honda,civic,2021,rear light (r),348.86,2087.19,3916.26,synthetic
honda,civic,2021,driver door(f/r),,4530.38,6622.87,synthetic
honda,civic,2021,passenger door (f/l),1713.61,3979.76,6081.8,synthetic
honda,civic,2021,passenger door (r/l),1660.68,4237.52,6825.96,synthetic
honda,civic,2021,passenger door (r/r),1154.43,3659.57,6620.6,synthetic
honda,civic,2022,front bumper,596.15,1562.33,2375.67,synthetic
honda,civic,2022,rear bumper,450.7,1336.09,2519.33,synthetic
honda,civic,2022,side bumper(l),267.42,872.96,1540.14,synthetic
honda,civic,2022,side bumper(r),342.33,923.82,1347.72,synthetic
honda,civic,2022,car hood,1184.0,2787.41,4661.35,synthetic
honda,civic,2022,car boot,1408.46,3888.53,6260.03,synthetic
honda,civic,2022,fender (f/l),433.16,1140.61,1643.06,synthetic
honda,civic,2022,fender (f/r),410.07,1175.17,1842.57,synthetic
honda,civic,2022,fender (r/l),391.03,1117.45,1784.56,synthetic
honda,civic,2022,fender (r/r),535.28,1072.35,1836.07,synthetic
honda,civic,2022,headlight (l),640.85,3483.86,7665.79,synthetic
honda,civic,2022,headlight (r),549.31,3640.94,7913.74,synthetic
honda,civic,2022,rear light (l),397.42,1950.64,4011.73,synthetic
honda,civic,2022,rear light (r),322.23,2195.5,4191.22,synthetic
honda,civic,2022,driver door(f/r),1820.74,4848.18,6857.85,synthetic
honda,civic,2022,passenger door (f/l),1377.25,4844.59,6564.2,synthetic
honda,civic,2022,passenger door (r/l),1621.52,4006.83,7188.13,synthetic
honda,civic,2022,passenger door (r/r),1403.85,4041.74,6477.98,synthetic
honda,civic,2023,front bumper,654.69,1730.84,2824.6,synthetic
honda,civic,2023,rear bumper,432.84,1525.05,2326.42,synthetic
honda,civic,2023,side bumper(l),322.37,1058.86,1602.45,synthetic
honda,civic,2023,side bumper(r),369.11,1033.72,1633.62,synthetic
honda,civic,2023,car hood,977.28,3128.37,4800.35,synthetic
honda,civic,2023,car boot,1304.63,3716.94,6767.25,synthetic
honda,civic,2023,fender (f/l),375.27,1146.55,1917.36,synthetic
honda,civic,2023,fender (f/r),485.82,1202.11,1986.79,synthetic
honda,civic,2023,fender (r/l),535.82,1129.38,2167.34,synthetic
honda,civic,2023,fender (r/r),438.19,1098.08,2055.19,synthetic
honda,civic,2023,headlight (l),586.29,4363.79,8086.22,synthetic
honda,civic,2023,headlight (r),533.68,4554.37,6701.75,synthetic
honda,civic,2023,rear light (l),,2238.88,4075.93,synthetic
honda,civic,2023,rear light (r),349.27,2108.24,4456.83,synthetic
honda,civic,2023,driver door(f/r),,4791.63,7226.87,synthetic
honda,civic,2023,passenger door (f/l),1414.67,4002.55,8030.88,synthetic
honda,civic,2023,passenger door (r/l),1820.39,4197.98,6865.67,synthetic
honda,civic,2023,passenger door (r/r),1766.18,3994.54,6313.35,synthetic
honda,civic,2024,front bumper,597.87,1668.27,2849.88,synthetic
honda,civic,2024,rear bumper,528.96,1534.12,2668.62,synthetic
honda,civic,2024,side bumper(l),348.81,1027.28,1749.77,synthetic
honda,civic,2024,side bumper(r),,1052.24,1637.62,synthetic
honda,civic,2024,car hood,1326.9,2956.63,6076.89,synthetic
honda,civic,2024,car boot,1625.86,3378.16,6572.51,synthetic
honda,civic,2024,fender (f/l),427.72,1106.63,2095.65,synthetic
honda,civic,2024,fender (f/r),386.23,1304.28,2182.51,synthetic
honda,civic,2024,fender (r/l),586.51,1305.54,2416.27,synthetic
honda,civic,2024,fender (r/r),463.6,1204.82,2145.51,synthetic
honda,civic,2024,headlight (l),709.04,4467.63,8510.71,synthetic
honda,civic,2024,headlight (r),579.42,4827.09,7662.42,synthetic
honda,civic,2024,rear light (l),349.8,2844.21,4137.65,synthetic
honda,civic,2024,rear light (r),338.03,2654.32,4973.72,synthetic
honda,civic,2024,driver door(f/r),2149.77,5065.71,8279.52,synthetic
honda,civic,2024,passenger door (f/l),1686.04,4716.47,8811.25,synthetic
honda,civic,2024,passenger door (r/l),2048.42,5076.83,6684.31,synthetic
honda,civic,2024,passenger door (r/r),1658.45,5197.74,7291.96,synthetic
chevrolet,spark,2018,front bumper,283.33,700.43,1077.61,synthetic
chevrolet,spark,2018,rear bumper,246.64,588.63,1173.07,synthetic
chevrolet,spark,2018,side bumper(l),144.55,393.64,760.43,synthetic
chevrolet,spark,2018,side bumper(r),152.86,438.97,631.3,synthetic
chevrolet,spark,2018,car hood,438.74,1368.77,2596.78,synthetic
chevrolet,spark,2018,car boot,576.9,1550.95,2899.96,synthetic
chevrolet,spark,2018,fender (f/l),219.87,610.84,907.9,synthetic
chevrolet,spark,2018,fender (f/r),171.21,524.97,876.14,synthetic
chevrolet,spark,2018,fender (r/l),257.76,650.69,866.67,synthetic
chevrolet,spark,2018,fender (r/r),207.47,548.28,976.17,synthetic
chevrolet,spark,2018,headlight (l),355.47,1987.55,3784.05,synthetic
chevrolet,spark,2018,headlight (r),265.0,1914.07,3546.27,synthetic
chevrolet,spark,2018,rear light (l),159.83,1046.94,1934.73,synthetic
chevrolet,spark,2018,rear light (r),175.96,1173.42,2120.39,synthetic
chevrolet,spark,2018,driver door(f/r),823.0,2404.33,3479.17,synthetic
chevrolet,spark,2018,passenger door (f/l),708.63,1875.33,3828.82,synthetic
chevrolet,spark,2018,passenger door (r/l),897.78,2081.29,3535.38,synthetic
chevrolet,spark,2018,passenger door (r/r),853.33,2015.97,3109.66,synthetic
chevrolet,spark,2019,front bumper,294.19,808.51,1279.24,synthetic
chevrolet,spark,2019,rear bumper,234.8,616.14,1296.93,synthetic
chevrolet,spark,2019,side bumper(l),167.76,409.32,665.89,synthetic
chevrolet,spark,2019,side bumper(r),175.26,403.81,830.19,synthetic
chevrolet,spark,2019,car hood,476.19,1465.21,2385.06,synthetic
chevrolet,spark,2019,car boot,745.21,1898.88,2797.71,synthetic
chevrolet,spark,2019,fender (f/l),213.92,674.96,913.06,synthetic
chevrolet,spark,2019,fender (f/r),,557.98,961.72,synthetic
chevrolet,spark,2019,fender (r/l),,583.15,1081.51,synthetic
chevrolet,spark,2019,fender (r/r),280.85,573.61,1120.25,synthetic
chevrolet,spark,2019,headlight (l),384.63,2038.39,3986.29,synthetic
chevrolet,spark,2019,headlight (r),283.09,2016.96,3476.77,synthetic
chevrolet,spark,2019,rear light (l),163.0,1208.71,2225.56,synthetic
chevrolet,spark,2019,rear light (r),207.01,1041.65,2188.52,synthetic
chevrolet,spark,2019,driver door(f/r),,2504.56,4208.67,synthetic
chevrolet,spark,2019,passenger door (f/l),789.74,2109.83,3336.52,synthetic
chevrolet,spark,2019,passenger door (r/l),867.92,1960.92,3463.47,synthetic
chevrolet,spark,2019,passenger door (r/r),872.78,2065.57,3350.22,synthetic
chevrolet,spark,2020,front bumper,282.84,892.91,1346.62,synthetic
chevrolet,spark,2020,rear bumper,281.39,790.98,1234.41,synthetic
chevrolet,spark,2020,side bumper(l),193.22,490.99,758.36,synthetic
chevrolet,spark,2020,side bumper(r),150.71,533.99,759.19,synthetic
chevrolet,spark,2020,car hood,568.76,1781.56,3162.5,synthetic
